line_id,code,name,network,operator,colour,mode,ref:FR:STIF
r1057573,47,Bus 47 : Châtelet ↔ Fort du Kremlin-Bicêtre,RATP,RATP,#F496AB,bus,C01088
r1057577,39,Bus 39 : Frères Voisin (Issy-les-Moulineaux) ↔ Gare du Nord,RATP,RATP,#a0006e,bus,C01084
r1066570,67,Bus 67 : Palais Royal - Musée du Louvre ↔ Stade Charléty-Porte de Gentilly,RATP,RATP,#F59EB3,bus,C01103
r1066571,75,Bus 75 : Panthéon ↔ Porte de Pantin,RATP,RATP,#FCCA06,bus,C01110
r1066572,20,Bus 20 : Louison Bobet ↔ Porte des Lilas,RATP,RATP,#ff5a00,bus,C01072
r1066573,56,Bus 56 : Porte de Clignancourt ↔ Château de Vincennes,RATP,RATP,#B44293,bus,C01093
r1066842,28,Bus 28 : Porte de Clichy ↔ Gare Montparnasse,RATP,RATP,#ff82b4,bus,C01078
r1083419,93,Bus 93 : Suresnes — De Gaulle ↔ Invalides,RATP,RATP,#77C695,bus,C01124
r1083420,58,Bus 58 : Lycée Michelet - Vanves ↔ Châtelet,RATP,RATP,#008B5A,bus,C01095
r1083421,83,Bus 83 : Invalides ↔ Porte d'Ivry,RATP,RATP,#FFCD02,bus,C01115
r1083422,80,Bus 80 : Porte de Versailles ↔ Mairie du 18e - Jules Joffrin,RATP,RATP,#F59EB3,bus,C01112
r1083423,26,Bus 26 : Gare Saint-Lazare ↔ Nation - Trône,RATP,RATP,#ff5a00,bus,C01076
r1083424,32,Bus 32 : Porte d'Auteuil ↔ Gare de l'Est,RATP,RATP,#6e6e00,bus,C01082
r1083425,24,Bus 24 : Panthéon ↔ Maisons-Alfort — École Vétérinaire de Maisons-Alfort,RATP,RATP,#a0006e,bus,C01075
r1083426,21,Bus 21 : Porte de Saint-Ouen ↔ Stade Charléty - Porte de Gentilly,RATP,RATP,#82dc73,bus,C01073
r1083427,84,Bus 84 : Levallois-Perret - Alsace ↔ Panthéon,RATP,RATP,#C5A3CC,bus,C01116
r1083428,87,Bus 87 : Invalides ↔ Porte de Reuilly,RATP,RATP,#662C91,bus,C01119
r1083429,92,Bus 92 : Porte de Champerret ↔ Porte d'Orléans,RATP,RATP,#FFCD02,bus,C01123
r1083430,68,Bus 68 : Place de Clichy ↔ Châtillon-Montrouge,RATP,RATP,#FFCD02,bus,C01104
r1083431,82,Bus 82 : Neuilly-sur-Seine - Hôpital Américain ↔ Luxembourg,RATP,RATP,#ff5a00,bus,C01114
r1083432,48,Bus 48 : Gare du Nord ↔ Porte des Lilas,RATP,RATP,#006DB8,bus,C01089
r1083433,27,Bus 27 : Gare Saint-Lazare ↔ Porte d'Ivry,RATP,RATP,#ff5a00,bus,C01077
r1083434,89,Bus 89 : Gare de Vanves-Malakoff ↔ Porte de France,RATP,RATP,#88D3DF,bus,C01121
r1083435,52,Bus 52 : Parc de Saint-Cloud ↔ Opéra-Rue Halévy,RATP,RATP,#88D3DF,bus,C01090
r1083436,91,Bus 91 : Montparnasse 2 - Gare TGV ↔ Gare du Nord,RATP,RATP,#E0B03A,bus,C01122
r1085979,94,Bus 94 : Gare Montparnasse ↔ Pont de Levallois - Bécon,RATP,RATP,#BB4A9B,bus,C01125
r1086444,73,Bus 73 : La Garenne-Colombes - Place de Belgique ↔ Musée d'Orsay,RATP,RATP,#8d6538,bus,C01108
r1086445,72,Bus 72 : Parc de Saint-Cloud ↔ Gare de Lyon,RATP,RATP,#EE1B29,bus,C01107
r1086590,70,Bus 70 : Suresnes – De Gaulle ↔ Porte de Passy ↔ Hôtel de Ville,RATP,RATP,#ff5a00,bus,C01106
r1102964,106,Bus 106 : Joinville le Pont ↔ Villiers sur Marne,RATP,RATP,#ED1B2A,bus,C01135
r1104709,138,Bus 138: Gare d'Ermont-Eaubonne RER ↔ Saint-Ouen RER,RATP,RATP,#BB4A9B,bus,C01164
r1240537,4301,Bus 4301 : Gare de Marolles-en-Hurepoix ↔ Collège Doisneau,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,,bus,C00319
r1245875,88,Bus 88 : Porte d'Auteuil ↔ Montsouris - Tombe Issoire,RATP,RATP,#CEC92A,bus,C01120
r1246520,95,Bus 95 : Porte de Montmartre ↔ Porte de Vanves,RATP,RATP,#8D653A,bus,C01126
r1251039,76,Bus 76 : Châtelet ↔ Bagnolet — Louise Michel,RATP,RATP,#652D91,bus,C01111
r1254002,69,Bus 69 : Champ de Mars ↔ Gambetta - Japon,RATP,RATP,#87D3DF,bus,C01105
r1254003,66,Bus 66: Saint-Ouen - Les Docks ↔ Opéra,RATP,RATP,#008B5A,bus,C01102
r1254461,22,Bus 22 : Gare Saint-Lazare ↔ Porte de Saint-Cloud,RATP,RATP,#00643c,bus,C01074
r1255732,30,Bus 30 : Hôpital Européen Georges Pompidou ↔ Pigalle,RATP,RATP,#640082,bus,C01080
r1255733,29,Bus 29 : Gare Saint-Lazare ↔ Porte de Montempoivre,RATP,RATP,#82c8e6,bus,C01079
r1255734,31,Bus 31 : Charles de Gaulle-Étoile ↔ Gare de l'Est,RATP,RATP,#ffbe00,bus,C01081
r1257122,60,Bus 60 : Porte de Montmartre ↔ Gambetta - Japon,RATP,RATP,#EE1B29,bus,C01096
r1257123,63,Bus 63 : Gare de Lyon ↔ Porte de la Muette,RATP,RATP,#CEC92A,bus,C01099
r1257124,64,Bus 64 : Denfert-Rochereau ↔ Porte des Lilas,RATP,RATP,#75c695,bus,C01100
r1257125,62,Bus 62 : Porte de Saint-Cloud ↔ Porte de France,RATP,RATP,#8D653A,bus,C01098
r1257186,54,Bus 54 : Asnières-sur-Seine — Gennevilliers — Gabriel Péri ↔ Porte d'Aubervilliers,RATP,RATP,#8EC3D1,bus,C01092
r1257187,57,Bus 57 : Arcueil-Laplace RER ↔ Porte de Bagnolet - Louis Ganne,RATP,RATP,#9C983A,bus,C01094
r1257210,PC,Bus PC : Pont du Garigliano ↔ Porte d'Asnières-Marguerite Long,RATP,RATP,#0055C8,bus,C02205
r1259087,187,Bus 187 : Porte d'Orléans ↔ Fresnes - Les Groux,RATP,RATP,#652B91,bus,C01208
r1259529,184,Bus 184 : Porte d'Italie ↔ Pasteur (Fresnes),RATP,RATP,#DCAC27,bus,C01205
r1299563,306,Bus 306 : Saint-Maur Créteil RER - Noisy le Grand RER,RATP,RATP,#286AB7,bus,C01276
r1302117,308,Bus 308 : Villiers sur Marne - Le Plessis Trévise RER ↔ Préfecture du Val-de-Marne (Créteil),RATP,RATP,#82DC73,bus,C01277
r1306437,210,Bus 210 : Château de Vincennes - Villiers sur Marne-Le Plessis Trévise RER,RATP,RATP,#ffcd02,bus,C01224
r1307393,110,Bus 110 : Joinville le Pont ↔ Villiers sur Marne,RATP,RATP,#652C90,bus,C01139
r1308545,206,Bus 206 : Noisy-le-Grand Mont-d'Est ↔ Le Plessis-Trévise - Place de Verdun,RATP,RATP,#845D2E,bus,C01221
r1308546,207,Bus 207 : Noisy le Grand Mont d'Est ⟷ Hôpital de la Queue en Brie,RATP,RATP,#DCAC27,bus,C01222
r1321223,120,Bus 120 : Nogent-sur-Marne RER ↔ Noisy-le-Grand Mont d'Est RER,RATP,RATP,#C9A2CD,bus,C01149
r1464810,258,Bus 258 : Rueil-Malmaison – La Jonchère ↔ La Défense,RATP,RATP,#ED1C2A,bus,C01248
r1520530,281,Bus 281 : Joinville RER ↔ Créteil - Europarc,RATP,RATP,#DFAE39,bus,C01260
r1520618,112,Bus 112 : Château de Vincennes ↔ La Varenne RER,RATP,RATP,#ff5a00,bus,C01141
r1520619,111,Bus 111 : Terroirs de France ↔ Champigny–Saint-Maur RER,RATP,RATP,#B899CA,bus,C01140
r1534903,N35,Noctilien N35: Gare de Lyon - Diderot ↔ Villiers-sur-Marne - Le Plessis Trévise,Noctilien,RATP,#FFCD02,bus,C01412
r1534904,N32,Noctilien N32: Gare de Lyon ↔ Boissy-Saint-Léger RER,Noctilien,RATP,#E0B03A,bus,C01404
r1535263,N132,Noctilien N132: Gare de Lyon <=> Melun RER,Noctilien,Transdev Pays de Fontainebleau,#00AB66,bus,C01633
r1535268,N31,Noctilien N31 : Gare de Lyon ↔ Aéroport d'Orly-Terminal 4,Noctilien,RATP,#F59EB3,bus,C01400
r1535269,N134,Noctilien N134: Gare de Lyon <=> Combs-la-Ville RER,Noctilien,Keolis Val d'Yerres Val de Seine,#00AB66,bus,C01642
r1535270,N130,Noctilien N130: Gare de Lyon ↔ Marne-la-Vallée–Chessy RER,Noctilien,Transdev Brie et Deux Morin,#E3051C,bus,C01634
r1535460,N11,Noctilien N11: Pont de Neuilly ↔ Château de Vincennes,Noctilien,RATP,#F78F4B,bus,C01415
r1535461,N16,Noctilien N16: Mairie de Montreuil ↔ Pont de Levallois,Noctilien,RATP,#CEC92A,bus,C01416
r1537048,N15,Noctilien N15: Asnières – Gennevilliers ↔ Villejuif – Louis Aragon,Noctilien,RATP,#FFCD02,bus,C01417
r1540147,107,Bus 107 : Ecole Vétérinaire de Maisons-Alfort - Saint-Maur,RATP,RATP,#F59EB3,bus,C01136
r1547965,N23,Noctilien N23: Châtelet ↔ Chelles–Gournay RER,Noctilien,RATP,#E0B03A,bus,C01397
r1547966,N13,Noctilien N13: Mairie d’Issy ↔ Bobigny – Pablo Picasso,Noctilien,RATP,#F59EB3,bus,C01419
r1547967,N14,Noctilien N14 : Mairie de Saint-Ouen ↔ La Croix de Berny RER,Noctilien,RATP,#6DC08C,bus,C01418
r1547969,N12,Noctilien N12 : Pont de Sèvres ↔ Romainville–Carnot,Noctilien,RATP,#E0B03A,bus,C01420
r1549912,N34,Noctilien N34: Gare de Lyon ↔ Torcy RER,Noctilien,RATP,#D2D200,bus,C01398
r1549913,127,Bus 127 : Montreuil - Croix de Chavaux ↔ Neuilly-sur-Marne - Place de la Résistance,RATP,RATP,#ff5a00,bus,C01156
r1553162,173,Bus 173: Porte de Clichy ↔ La Courneuve–8 mai 1945,RATP,RATP,#006DB8,bus,C01194
r1553375,341,Bus 341: Charles de Gaulle - Étoile ↔ Porte de Clignancourt – Croisset,RATP,RATP,#FFCD01,bus,C01294
r1553501,N51,Noctilien N51: Gare d’Enghien ↔ Gare Saint-Lazare,Noctilien,RATP,#FFCD02,bus,C01394
r1555878,325,Bus 325 : Quai de la Gare ↔ Château de Vincennes,RATP,RATP,#87D3DF,bus,C01288
r1555879,118,Bus 118: Château de Vincennes ↔ Van Derheyden (Rosny-sous-Bois),RATP,RATP,#E0B03B,bus,C01147
r1555880,124,Bus 124: Château de Vincennes ↔ Val de Fontenay RER,RATP,RATP,#F59FB3,bus,C01153
r1555939,318,Bus 318: Château de Vincennes ↔ Raymond Queneau (Pantin),RATP,RATP,#006CB8,bus,C01281
r1555940,114,Bus 114 : Château de Vincennes ↔ Le Raincy – Villemomble – Montfermeil RER ↔ Villemomble - Les Coquetiers,RATP,RATP,#77C695,bus,C01143
r1555941,N33,Noctilien N33: Gare de Lyon ↔ Villiers-sur-Marne—Le Plessis-Trévise RER,Noctilien,RATP,#F78F4B,bus,C01399
r1574080,175,Bus 175 : Porte de Saint-Cloud ↔ Asnières—Gennevilliers,RATP,RATP,#0055c8,bus,C01196
r1576587,N52,Noctilien N52: Gare Saint-Lazare ↔ Gare de Cormeilles-en-Parisis,Noctilien,RATP,#CEC92A,bus,C01393
r1578451,117,Bus 117 : Champigny Saint-Maur RER ↔ Créteil - Préfecture du Val de Marne,RATP,RATP,#1f8e5a,bus,C01146
r1580970,116,Bus 116 : Champigny - Saint-Maur RER ↔ Rosny-sous-Bois - Van Dereyden ↔ Rosny - Bois-Perrier RER - Rosny 2,RATP,RATP,#87D3DF,bus,C01145
r1621799,122,Bus 122: Bagnolet Gallieni ↔ Val de Fontenay RER,RATP,RATP,#c897d2,bus,C01151
r1635139,T2,Tramway T2 : Pont de Bezons ↔ Porte de Versailles [Parc de Expositions],Tramway d'Île de France,RATP,#BB4A9B,tram,C01390
r1648058,407,Bus 407 : Évry ↔ Ris-Orangis,Tice,Tice,#8BD0EF,bus,C01622
r1648952,405,Bus 405 : Ris-Orangis ↔ Corbeil-Essonnes,Tice,Tice,#0088C6,bus,C01620
r1650713,TZen 1,TZen 1 : Lieusaint - Moissy Gare RER ↔ Corbeil-Essonnes Gare RER,Sénart,Transdev Sénart,#c5ce00,bus,C00859
r1658281,N141,Noctilien N141: Gare de l'Est ↔ Gare de Meaux,Noctilien,Transdev Marne-et-Ourcq,#1765AE,bus,C01639
r1667801,N24,Noctilien N24: Gare de Sartrouville ↔ Châtelet,Noctilien,RATP,#F78F4B,bus,C01392
r1673421,D,Transilien Ligne RER D,RER,SNCF,#5E9620,train,C01728
r1687242,330,Bus 330 : Brigeolet (Angerville) ↔ Porte d'Étampes,Essonne Sud Ouest,Francilité Ouest Essonne,,bus,C00105
r1709309,467,Bus 467 : Rueil-Malmaison RER ↔ Pont de Sèvres,RATP,RATP,#9B983A,bus,C01324
r1716268,244,Bus 244 : Rueil-Malmaison RER ↔ Porte Maillot,RATP,RATP,#a0006e,bus,C01240
r1758295,SUBB,Bus SUBB (571),RATP,RATP,#8D653A,bus,C01353
r1762129,N61,Noctilien N61 : Gare Montparnasse ↔ Clamart - Georges Pompidou,Noctilien,RATP,#E0B03A,bus,C01402
r1782907,123,Bus 123 : Porte d'Auteuil ↔ Mairie d'Issy,RATP,RATP,#008B5A,bus,C01152
r1802059,181,Bus 181 : École Vétérinaire de Maisons-Alfort ↔ Créteil-La Gaîté,RATP,RATP,#845B32,bus,C01202
r1810272,272,Bus 272 : Sartrouville RER ↔ Gare d'Argenteuil,RATP,RATP,#ff5a00,bus,C01254
r1842753,4,Bus 4 : Gare d'Argenteuil ↔ Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#97bf0c,bus,C00295
r1857145,129,Bus 129 : Mairie de Montreuil ↔ Porte des Lilas,RATP,RATP,#9B993B,bus,C01158
r1866830,351,Bus 351: Paris - Nation ↔ Roissypole,RATP,RATP,#E0B03B,bus,C01299
r1942584,40,Bus 40 : Le Peletier ↔ Mairie du 18e - Jules Joffrin,RATP,RATP,#82c8e6,bus,C02254
r1973045,125,Bus 125 : Porte d'Orléans ↔ École Vétérinaire de Maisons-Alfort,RATP,RATP,#006CB8,bus,C01154
r1981724,323,Bus 323 : Issy-Val de Seine RER ↔ Châtillon - Montrouge / Châtillon - Montrouge-Métro ↔ Ivry-Gambetta,RATP,RATP,#CEC92A,bus,C01287
r1987589,289,Bus 289 : Porte de Saint-Cloud ↔ Clamart - Georges Pompidou,RATP,RATP,#BB4B9C,bus,C01264
r1991746,162,Bus 162 : Meudon-Val Fleury RER ↔ Villejuif Louis Aragon Métro,RATP,RATP,#0064B1,bus,C01184
r2171714,146,Bus 146 : Montfermeil - Les Bosquets ↔ Le Bourget,RATP,RATP,#C5A3CC,bus,C01171
r2171896,303,Bus 303 : Noisy-le-Grand RER ↔ Bobigny - Pablo Picasso,RATP,RATP,#9B993B,bus,C01274
r2196022,701,Bus 701 : Gare du Chenay Gagny ↔ Gare de Chelles Gournay,Autobus du Fort,Autobus du Fort,#005AA1,bus,C01548
r2198226,346,Bus 346 : Bois-Perrier RER - Rosny 2 ↔ Le Blanc-Mesnil – Place de la Libération,RATP,RATP,#CEC92B,bus,C01295
r2203904,347,Bus 347 : Pont de Bondy - Avenue de Rosny ↔ Hôtel de Ville de Montfermeil ou Hôpital de Montfermeil,RATP,RATP,#BB4B9C,bus,
r2206548,251,Bus 251 : Bobigny — Benoît Frachon ↔ Bobigny — Pablo Picasso ↔ Gare d'Aulnay-sous-Bois RER,RATP,RATP,#ED1B2C,bus,C01243
r2206807,08,Bus 08 : Bobigny Pablo Picasso ↔ Gare de Meaux,Roissy Est,Keolis Roissy Pays de France Est,#30BF00,bus,C00656
r2206991,301,Bus 301 : Bobigny — Pablo Picasso ↔ Val de Fontenay RER,RATP,RATP,#CEC92A,bus,C01272
r2207006,148,Bus 148 : Bobigny — Pablo Picasso ↔ Dugny — Musée de l'Air et de l'Espace,RATP,RATP,#8D6539,bus,C01173
r2207036,322,Bus 322 : Mairie de Montreuil ↔ Bobigny — Pablo Picasso,RATP,RATP,#87D3DF,bus,C01286
r2213976,145,Bus 145 : Église de Pantin ↔ Cimetière de Villemomble,RATP,RATP,#BB4A9D,bus,C01170
r2214088,616,Bus 616 : Gare de Bondy ↔ Gare d'Aulnay-sous-Bois,Terres d'Envol,Transdev Nord Seine-Saint-Denis,#0065AE,bus,C01584
r2214230,101,Bus 101 : Joinville-le-Pont RER ↔ Champigny — Camping International,RATP,RATP,#FFCD01,bus,C01130
r2217686,121,Bus 121 : Mairie de Montreuil ↔ Château de Villemomble ↔ Villemomble – Lycée Georges Clemenceau,RATP,RATP,#ED1B2A,bus,C01150
r2224968,113,Bus 113 : Nogent-sur-Marne RER ↔ Centre Commercial Terre Ciel,RATP,RATP,#ED1B2A,bus,C01142
r2261502,403,Bus 403 : Imprimerie Nationale ↔ Les Meillottes (Soisy-sur-Seine),Tice,Tice,#F39900,bus,C01618
r2261638,401,Bus 401 : Corbeil-Essonnes Gare RER D ↔ Saint-Michel-sur-Orge-Rue Belioz,Tice,Tice,#BFB4D6,bus,C01616
r2333448,A,RER A,RER,RATP/SNCF,#E3051C,train,C01742
r2337724,7,Bus 7 : Gare d'Orsay - L'Yvette ↔ Plateau de Moulon - Corbeville,Paris-Saclay,RATP Cap Saclay,#FBD813,bus,C00072
r2343189,34,Bus 34 : Lycée de Carrières-sur-Seine ↔ Marché des Coteaux (Argenteuil),Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#C9A2CD,bus,C00306
r2390087,10,Bus 10 : Gare de Gif ↔ (Saclay ou Villiers ↔ Buc),Paris-Saclay,RATP Cap Saclay,#F5A6F7,bus,C00490
r2415100,1,Bus 1 : Gare d’Igny ↔ Gare d’Orsay-Ville,Paris-Saclay,RATP Cap Saclay,#cf2939,bus,C00074
r2440114,14,Bus 14 : Gare de Massy-Palaiseau RER ↔ Gare de Palaiseau-Villebon RER ↔ Fresnel - Vauve,Paris-Saclay,RATP Cap Saclay,#65C1ED,bus,C00075
r2454326,6,Bus 6 : Campus d’Orsay - Jean Monnet ↔ Gare d’Orsay Ville RER,Paris-Saclay,RATP Cap Saclay,#986AAD,bus,C02316
r2531075,93,Bus 93 : Bobigny – Pablo Picasso ↔ Parinor ↔ Aéroport CDG – Roissypole,Roissy Ouest,Keolis Roissy Pays de France Ouest,#a3653d,bus,C00223
r2531082,23,Bus 23 : Roissypole ↔ Villeparisis - Gymnase Aubertin,Roissy Est,Keolis Roissy Pays de France Est,#00aeef,bus,C00204
r2531207,Viliers-le-Bel,Bus Filéo Viliers-le-Bel : Roissypole ↔ Villiers-le-Bel,Filéo,Keolis,,bus,C01433
r2531208,Othis,Bus Filéo Othis : Roissypole ↔ Othis,Filéo,Keolis Mobilité Roissy,,bus,C01429
r2531225,Roissy Sud,Bus Filéo Roissy Sud : Roissypole ↔ Tremblay-en-France,Filéo,Keolis Mobilité Roissy,,bus,C01434
r2531226,Roissy Sud,Bus Filéo Roissy Sud : Roissypole ↔ Villeparisis,Filéo,Keolis Mobilité Roissy,,bus,C02060
r2532567,190,Bus 190 : Église de Meudon-la-Forêt ↔ Mairie d'Issy-Métro,RATP,RATP,#8d6539,bus,C01211
r2532600,290,Bus 290 : Le Plessis-Robinson – La Boursidière ↔ Issy - Val de Seine RER,RATP,RATP,#C9A3CD,bus,C01265
r2554103,7bis,Métro 7 bis,Métro de Paris,RATP,#71cc98,subway,C01387
r2564126,415,Bus 415 : Le Mesnil Saint-Denis ↔ Bois d'Arcy,Saint-Quentin-en-Yvelines,Francilité,#E75112,bus,C01528
r2572573,T1,Tramway T1 : Asnières-Quatre Routes ↔ Noisy-le-Sec-Gare,Tramway d'Île de France,RATP,#216EB4,tram,C01389
r2625885,6,Bus 6 : Gare d'Argenteuil ↔ Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#952594,bus,C00308
r2644951,35,Bus 35 : Gare de l'Est ↔ Aubervilliers — Mairie d'Aubervilliers,RATP,RATP,#82dc73,bus,C01680
r2647711,165,Bus 165 : Porte de Champerret ↔ Asnières - 18 juin 1940,RATP,RATP,#ff5a00,bus,C01187
r2647712,164,Bus 164 : Argenteuil - Collège Claude Monet ↔ L'Yser et la Somme,RATP,RATP,#BB4A9D,bus,C01186
r2653031,3,Bus 3 : Gare de la Frette-Montigny ↔ Pont de Bezons,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#26a22c,bus,C01681
r2654565,179,Bus 179 : Robinson RER ↔ Pont de Sèvres,RATP,RATP,#00643C,bus,C01200
r2675337,220,Bus 220 : Bry-sur-Marne RER ↔ Torcy RER,RATP,RATP,#BB489D,bus,C01232
r2853923,317,Bus 317 : Hôtel de Ville de Créteil ↔ Nogent Le Perreux RER,RATP,RATP,#C8D134,bus,C01280
r2962341,645,Bus 645: Coubron - Corot ↔ Montfermeil - Hôpital Intercommunal,Seine-Saint-Denis,Transdev TRA,#cec42a,bus,
r2965780,602,Bus 602: Gare du Raincy–Villemomble–Montfermeil ↔ Coubron - Stade,Seine-Saint-Denis,Transdev TRA,#e2001a,bus,C01574
r2972887,286,Bus 286 : Antony RER ↔ Villejuif-Louis Aragon,RATP,RATP,#c9a2cd,bus,C01263
r2972968,186,Bus 186 : Fresnes - Rond-Point Roosevelt ↔ Porte d'Italie,RATP,RATP,#b43c95,bus,C01207
r2981756,126,Bus 126 : Parc de Saint-Cloud ↔ Porte d'Orléans,RATP,RATP,#87D3DF,bus,C01155
r2989343,302,Bus 302 : Gare du Nord ↔ La Courneuve - Six Routes,RATP,RATP,#FFCD02,bus,C01273
r3008945,185,Bus 185 : Choisy Sud ↔ Porte d'Italie,RATP,RATP,#ff5a00,bus,C01206
r3030615,604,Bus 604 : Gare de Gagny ↔ Montfermeil — Hôpital Intercommunal,Seine-Saint-Denis,Transdev TRA,#caabca,bus,C01576
r3045662,150,Bus 150 : Porte de la Villette ↔ Pierrefitte–Stains RER,RATP,RATP,#F788B5,bus,C01174
r3047801,102,Bus 102: Gambetta ↔ Rosny–Bois-Perrier RER - Rosny 2,RATP,RATP,#FFCD01,bus,C01131
r3048889,520,Bus 520 : Les Hauts de Bry ↔ Les Boullereaux - Champigny RER,RATP,RATP,#008c59,bus,C01334
r3079254,203,Bus 203: Neuilly-Plaisance RER ↔ Neuilly-sur-Marne – Île-de-France,RATP,RATP,#ff82b4,bus,C01220
r3081886,3,Bus 3 : Gare de Chelles Gournay ↔ Gare de Villeparisis Mitry-le-Neuf,Apolo 7,Société des transports du bassin chellois,#B25397,bus,C02129
r3134153,221,Bus 221 : Bagnolet - Gallieni ↔ Gagny - Pointe de Gournay,RATP,RATP,#f49eb2,bus,C01233
r3186411,15,Bus 15 : Gare de Massy-Palaiseau ↔ Vélizy-Villacoublay,Paris-Saclay,RATP Cap Saclay,#313188,bus,C02155
r3253655,95-02,Bus 95-02 : Roissypole RER ↔ Montmorency,Roissy Ouest,Keolis Roissy Pays de France Ouest,#004494,bus,C00265
r3253656,32A,Bus 32A : Aulnay-Sous-Bois Parinor - Goussainville La Charmeuse,Les Courriers de l'Île-de-France,Keolis CIF,#B2CE40,bus,C00210
r3253657,11.5,Bus 11.5 : Le Moulin / Avenue Bocquet ↔ Collège Philippe Auguste,Roissy Ouest,Keolis Roissy Pays de France Ouest,#007AC2,bus,C02165
r3253980,95-18,Bus 95-18 : Cergy-Pontoise Gare ↔ Roissypole,Mobilien,Transdev Île-de-France Conflans,#f3dd02,bus,C01472
r3256022,37,Bus 37 : Villiers-le-Bel RER - Rond-Point de Bonneuil,Roissy Ouest,Keolis Roissy Pays de France Ouest,green,bus,C00617
